,Round,Hometeam,Scorehome,Scoreaway,Awayteam,Home,Draw,Away
44,11,St. Pauli,2,2,Erzgebirge Aue,2.40,3.36,2.76
45,12,Greuther Furth,0,4,Darmstadt,1.67,3.83,4.68
46,12,Hamburger SV,4,0,SV Sandhausen,1.50,4.24,5.63
47,12,Hannover 96,2,0,VfL Bochum,2.29,3.37,2.92
48,12,Heidenheimer,0,0,Jahn Regensburg,1.85,3.59,3.85
49,12,Fortuna Dusseldorf,3,0,VfL Osnabruck,2.11,3.21,3.40
50,12,Holstein Kiel,1,0,Nurnberg,2.23,3.34,3.03
51,12,SC Paderborn 07,2,2,Eintracht Braunschweig,1.60,3.92,5.04
52,12,Erzgebirge Aue,4,1,Karlsruher SC,2.80,3.21,2.42
53,12,Wurzburger Kickers,1,1,St. Pauli,2.66,3.45,2.43
54,13,Jahn Regensburg,0,0,Hannover 96,2.50,3.30,2.66
55,13,VfL Bochum,3,0,Heidenheimer,2.11,3.32,3.29
56,13,VfL Osnabruck,0,1,SC Paderborn 07,2.79,3.24,2.41
57,13,Eintracht Braunschweig,0,3,Greuther Furth,4.80,3.52,1.71
58,13,Darmstadt,2,0,Wurzburger Kickers,1.68,3.80,4.72
59,13,Nurnberg,1,0,Erzgebirge Aue,1.86,3.45,3.98
60,13,SV Sandhausen,0,2,Holstein Kiel,2.95,3.33,2.28
61,13,St. Pauli,0,3,Fortuna Dusseldorf,2.59,3.24,2.63
62,13,Karlsruher SC,1,2,Hamburger SV,3.14,3.46,2.13
63,14,VfL Bochum,2,1,Darmstadt,2.12,3.45,3.10
64,14,Wurzburger Kickers,2,4,Karlsruher SC,3.37,3.49,2.03
65,14,Heidenheimer,2,0,Nurnberg,2.12,3.40,3.17
66,14,Greuther Furth,2,1,St. Pauli,1.76,3.67,4.12
67,14,Hamburger SV,3,1,Jahn Regensburg,1.51,4.10,5.83
68,14,Hannover 96,4,0,SV Sandhausen,1.74,3.65,4.30
69,14,Holstein Kiel,1,2,VfL Osnabruck,1.91,3.45,3.72
70,14,Erzgebirge Aue,3,1,Eintracht Braunschweig,1.76,3.67,4.24
71,14,Fortuna Dusseldorf,2,1,SC Paderborn 07,2.25,3.37,2.95
72,15,SV Sandhausen,4,0,Heidenheimer,3.05,3.31,2.22
73,15,Karlsruher SC,3,2,Greuther Furth,2.78,3.29,2.41
74,15,Nurnberg,1,1,Hamburger SV,3.15,3.28,2.20
75,15,St. Pauli,1,1,Holstein Kiel,3.12,3.44,2.16
76,15,VfL Osnabruck,2,3,Wurzburger Kickers,1.85,3.66,3.83
77,15,Darmstadt,1,2,Hannover 96,2.23,3.41,3.01
78,15,SC Paderborn 07,2,1,Erzgebirge Aue,2.02,3.53,3.38
79,15,Jahn Regensburg,0,2,VfL Bochum,2.75,3.29,2.45
80,15,Eintracht Braunschweig,0,0,Fortuna Dusseldorf,3.47,3.29,2.07
81,16,Greuther Furth,1,1,SC Paderborn 07,2.01,3.51,3.32
82,16,Wurzburger Kickers,0,0,Eintracht Braunschweig,2.49,3.36,2.64
83,16,Hannover 96,2,3,St. Pauli,1.76,3.66,4.25
84,16,Erzgebirge Aue,0,3,Fortuna Dusseldorf,2.79,3.31,2.41
85,16,VfL Bochum,3,1,Nurnberg,2.15,3.38,3.14
86,16,Heidenheimer,3,0,Darmstadt,2.27,3.33,2.97
87,16,Holstein Kiel,2,3,Karlsruher SC,2.10,3.42,3.25
88,16,Jahn Regensburg,3,1,SV Sandhausen,2.03,3.50,3.36
89,16,Hamburger SV,5,0,VfL Osnabruck,1.59,4.00,5.00
90,17,Fortuna Dusseldorf,3,3,Greuther Furth,2.30,3.38,2.87
91,17,VfL Osnabruck,0,1,Erzgebirge Aue,2.27,3.30,2.97
92,17,SC Paderborn 07,1,0,Wurzburger Kickers,1.57,3.94,5.27
93,17,Karlsruher SC,1,1,Heidenheimer,2.23,3.30,3.04
94,17,Eintracht Braunschweig,2,4,Hamburger SV,4.89,3.90,1.62
95,17,Darmstadt,0,2,Holstein Kiel,2.75,3.43,2.35
96,17,SV Sandhausen,1,1,VfL Bochum,3.56,3.32,2.02
97,17,St. Pauli,2,0,Jahn Regensburg,2.38,3.37,2.78
98,17,Nurnberg,2,5,Hannover 96,2.53,3.29,2.62
99,18,Erzgebirge Aue,2,1,Wurzburger Kickers,1.96,3.48,3.56
100,18,Fortuna Dusseldorf,0,0,Hamburger SV,2.95,3.31,2.28
101,18,VfL Osnabruck,0,1,Greuther Furth,3.47,3.48,2.00
102,18,Eintracht Braunschweig,1,0,Heidenheimer,3.29,3.19,2.18
103,18,Darmstadt,2,1,SV Sandhausen,1.89,3.53,3.76
104,18,Karlsruher SC,1,0,Hannover 96,2.37,3.25,2.84
105,18,Nurnberg,0,1,Jahn Regensburg,1.88,3.48,3.84
106,18,SC Paderborn 07,1,1,Holstein Kiel,2.35,3.41,2.79
107,18,St. Pauli,2,3,VfL Bochum,3.24,3.29,2.14
108,19,Wurzburger Kickers,2,1,Fortuna Dusseldorf,4.41,3.71,1.74
109,19,Greuther Furth,3,0,Erzgebirge Aue,1.60,3.98,4.94
110,19,Holstein Kiel,3,1,Eintracht Braunschweig,1.50,4.06,6.08
111,19,Jahn Regensburg,1,1,Darmstadt,2.60,3.29,2.60
112,19,Hamburger SV,3,1,SC Paderborn 07,1.74,3.63,4.46
113,19,Heidenheimer,3,4,St. Pauli,1.97,3.41,3.62
114,19,SV Sandhausen,2,0,Nurnberg,2.74,3.28,2.48
115,19,VfL Bochum,1,2,Karlsruher SC,2.08,3.43,3.29
116,19,Hannover 96,1,0,VfL Osnabruck,1.66,3.75,4.75
117,20,Erzgebirge Aue,3,3,Hamburger SV,4.28,3.71,1.75
118,20,St. Pauli,2,1,SV Sandhausen,2.15,3.40,3.10
119,20,VfL Osnabruck,1,2,VfL Bochum,3.32,3.40,2.06
120,20,Eintracht Braunschweig,1,2,Hannover 96,3.52,3.37,2.01
121,20,Darmstadt,1,2,Nurnberg,2.30,3.40,2.86
122,20,Greuther Furth,4,1,Wurzburger Kickers,1.54,4.09,5.43
123,20,Karlsruher SC,0,0,Jahn Regensburg,2.16,3.38,3.18
124,20,Fortuna Dusseldorf,0,2,Holstein Kiel,2.21,3.40,3.03
